weibo_url,created_at,content,like_num,repost_num,comment_num
https://weibo.com/1768876554/H4UYTvG1C,2018-11-29 16:00,:我觉得在这件事情上很多网友的看法的对的。怎么范冰冰出事的时候，她的亲朋好友不敢站出来说冰冰是个温柔善良可爱的姑娘，等待一个真相，错了就是错了但是我站你？怎么羽凡同一天被爆吸毒，海泉不敢站出来怀念20年前那个腼腆低调但才华横溢的少年，呐喊我们需要真相？归根到底还是因为，这些人知道偷税漏税是大事，知道吸毒是大事，却不觉得对一个女人施暴是什么大罪过。还是那句话，心疼朋友可以，不要在这种公众平台上说出来。以及，海泉的微博虽然很琼瑶很Drama并且很多人觉得是在迫不及待地洗白撇清自己，但你不得不承认，如果非要发声，海泉这样的方式，才是正确的。如果你非要心疼朋友，也请用“你为什么会犯下这样的大错”的句型。而不是你曾是一个阳光少年。,5,19,0
https://weibo.com/1768876554/y1kG6oGsb,2012-01-18 13:26:11,亲戚聚会发言大纲列表。……………………你们还要不要人过年啊！ ,0,0,0
https://weibo.com/1768876554/y1kFb5WFm,2012-01-18 13:23:53,对不起，不能我一个人瞎。这个耽美漫画实在太重口了。而且内容居然还是虐心的悲剧········· ,0,0,0
https://weibo.com/1768876554/y1kEg3I8g,2012-01-18 13:21:37,唐小万的相册【孩子和小动物都是真爱】 http://t.cn/z0gSE9i  @凡提柯基 ,0,0,0
https://weibo.com/1768876554/y1evsx8Sd,2012-01-17 21:43:28,【异端！去死吧！】 ,0,0,0
https://weibo.com/1768876554/H4UXj4L5X,2018-11-29 15:57,:有关蒋劲夫家暴事件：图1:27岁阳光巨婴，2:站家暴男，3:都是岁月的锅，岁月让他去家暴，4:有礼貌的家暴男，阳光巨婴x2，5:相信家暴男。图里的每个人都在说求真相，但蒋劲夫家暴事件暴露出的最大真相，就是在一个正常的法治社会，无论当事人性别地位，警方处理家暴的正常流程都应该是【保护受害人并逮捕施暴者】———为什么我们大陆做不到做一点？为什么我们还有那么多弱者遭遇家暴还不被允许离婚的新闻？为什么有那么多弱者遭遇骚扰而求助无门酿成的悲剧？这件事的真相就是我们国家在相关事件的处理方式上落后于别人，作为公民，我们需要【一：要求政府重视反家暴、二：建议废除离婚冷静期、三：呼吁公安系统落实司法、四：努力改善社会舆论。】这是一次非常让人失望的集体表态，可以称得上社会责任感的缺失与个人影响力的滥用：作为公众人物，不敢对公权力提出个人意见倒是能理解，但对所有弱者处境的无视，实在让人无法苟同。,2,16,0
https://weibo.com/1768876554/y1etYlnOB,2012-01-17 21:39:46,"【- -】以后相恋就说Take my hand,单恋就说Let's have dinner.单恋还被对方讨厌就只能说I will burn you了。#那些Sherlock教我们的事# ",0,0,0
https://weibo.com/1768876554/y1eti7lre,2012-01-17 21:38:05,一个人如果遵照他的内心去活着，他要么成为一个疯子，要么成为一个传奇。 ,0,0,0
https://weibo.com/1768876554/y1esIDeoC,2012-01-17 21:36:42,中国历代经典纹饰（三） ,0,0,0
https://weibo.com/1768876554/y1erCnbw1,2012-01-17 21:34:00,【超级挤胸术 男人变女人】这哥们神奇了，这下知道那些爆乳是怎么来的了吧！[阴险] http://t.cn/Scimi3（更多请关注 @我彻底笑抽了 ）  ,0,0,0
https://weibo.com/1768876554/y1ecxa0lr,2012-01-17 20:56:47,#首发分享# 【纽约广告节震撼广告】其实人类很卑微 、很无耻 、很自私 ，如果人类放弃了，那它们也只能放弃了。。。http://t.cn/SqJNaj ,0,0,0
https://weibo.com/1768876554/y1eb3y0ou,2012-01-17 20:53:09,#黑塔利亚#【从小到大只看着英/国】「从什么时候开始 眼中只有你」#米英# ,0,0,0
https://weibo.com/1768876554/H4V0VEiEQ,2018-11-29 16:05,:最近社会争议性事件频出，我首页也百家争鸣了，前天有个姑娘私信我说喜欢的太太在某件事的立场上和自己三观不合，感到很伤心，我劝她大可不必:一来我们在人类历史的长河里无异于朝生暮死，没有足够的时间证明自己某方面的观点一定正确。二来大家喜欢同一个纸片人不代表三观就一致，观点的碰撞很正常，实在不快，默默取关也挺好的。个媒体时代很多人的误区都是太把自己当回事，经常取关了谁都恨不得发个通知，甚至要知会被取关者本人，仿佛这样就能动摇对方三观，简直是异想天开。而那些默默取关的人才是保有了最后的温柔，是“究其一生寻找同类”的人类彼此心照不宣的尊重。,2,1,0
https://weibo.com/1768876554/GvQKOjQwg,2018-08-22 20:09,:#咩咩的公告# #Aurvandill# #失而复得# 更新了一下二维码，之前那个号又炸了，请关注新号。入坑前请务必仔细阅读全文，有疑问请重新阅读全文，不要问我什么时候完结，该完结的时候就会完结了。 Aurvandill10月PDF已上架：Aurvandill-18年10月合集，失而复得10月合集已上架：失而复得-18年10月合集《文章目录＆入坑须知（3.0）》  文章目录＆入坑须知（3.0）,39,5,32
https://weibo.com/1768876554/GrivesGbM,2018-07-23 21:36,:【南大支教团在云南遭游民性骚扰：女队员洗澡被偷拍，警方调查】7月23日，南京大学彩云支教队发布声明，称其在云南省镇雄县支教过程中，部分女性支教人员受到当地游民骚扰，不得不提前结束了在当地的支教活动。7月23日中午，记者从镇雄县有关部门获悉，当地警方正在对该事件进行调查处理。7月23日，南大彩云支教通过官方微信公众号发布了“关于南大彩云尖山支教提前结束支教的声明”，称自2018年7月13日南大彩云尖山支教队到达山顶小学，出现多起女队员被当地游民骚扰的事件，包括言语骚扰、行为骚扰、偷看换衣、偷内衣裤等。2018年7月22日，支教队发现当地游民申某偷拍女队员洗澡，并将偷拍视频传播。针对该起事件，当地公安机关已正式立案并处相关惩罚。为了避免此类性骚扰事件再次发生，并考虑到队员的安全问题，支教队决定提前结束本次支教项目。”法制晚报·看法新闻南大一支教团在云南遭当地游民性骚扰，女生洗澡被偷拍传播,0,15,0
https://weibo.com/1768876554/Grkiq2n2J,2018-07-24 02:10,:【游客为吸引大熊猫投掷小石头 景区：将涉事游客列入景区“黑名单”】20日，陕西汉中佛坪熊猫谷景区，几名游客为吸引大熊猫注意，竟捡起地上小石块向其投掷。在劝阻无效后，工作人员将他们请离园区。当天被扔石块的大熊猫为一只7岁雄性熊猫，目前身体状况良好。园区负责人表示，将涉事游客列入黑名单。 人民日报的秒拍视频,4,2,0
https://weibo.com/1768876554/E7cuGAaLc,2016-09-07 20:03:41,:#梦想改造家#史老师母亲生病的消息传来，史老师在青岛工地上说了一句，虽然老吾老以及人之老，但自己的母亲，还是要好好照顾。那几天他的压力真的很大，小编和整个团队也都捏着一把汗。幸亏施工团队超级给力，并没有脱节；也万幸史老师的母亲平安度过，听到好消息的时候眼泪也快下来了。#极限改造#之#最快改造#,3,2,0
https://weibo.com/1768876554/Gra36AFQ6,2018-07-23 00:04,:【迪士尼小熊被游客打头：当场捂住脑袋被扶进休息室[怒]】7月21日，网友曝光迪士尼“雪莉玫”小熊被游客打头的视频。目击者称，听到砰一声，扮演雪莉玫的演员当场捂头，被扶进休息室。据悉，前一日扮演花栗鼠的演员刚被打成脑震荡，隔天再次发生此事，迪士尼粉丝很气愤。@微辣Video 微辣Video的秒拍视频,4,6,0
